verbete	handle
Lista de mortes incomuns	@AdvocaciaGeral
Torino Football Club	@Caixa
Maragato (Brasil)	@AdvocaciaGeral
Rubus chamaemorus	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Maurício Tragtenberg	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Raied Neto	@TST_Oficial
Roberto Baggio	@SERPRO
Roberto Baggio	@PlanejamentoBR
Guerra Civil Angolana	@Petrobras
Shéridan Oliveira	@CamaraDeputados
Alice Eve	@TCUOficial
Lista de episódios de Sai de Baixo	@SERPRO
Ângelo Agnolin	@Caixa
Sião	@SERPRO
Aloha Oils - Óleos Essenciais	@Dataprev
Aloha Oils - Óleos Essenciais	@Dataprev
Fei hok phai	@CorreiosBR
Antipadrões de projeto de software	@Caixa
Isis Valverde	#dpu
Isis Valverde	#dpu
Isis Valverde	#dpu
Isis Valverde	#dpu
Raio globular	@Anatel_Informa
Exame laboratorial	@PoliciaFederal
Exame laboratorial	@PoliciaFederal
José do Patrocínio	@PoliciaFederal
Kimi no Na wa.	#dpu
Artur Almeida	@SERPRO
The Little Prince (filme)	@PoliciaFederal
Duarte Coelho	@MPF_PGR
Conselho Setorial	@TelebrasBR
Thomas Pynchon	@CorreiosBR
Scientific management	@SERPRO
Síndrome do fundador	@SERPRO
Progressive web app	@Caixa
Naielly Cristina	@Dataprev
Naielly Cristina	@Dataprev
Seleção Estadunidense de Basquetebol Masculino	@SERPRO
Modern searches for Lorentz violation	@SERPRO
Genoma humano	@Anatel_Informa
Igea	@PoliciaFederal
Igea	@PoliciaFederal
Magma (banda)	@MPF_PGR
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
NCIS: Los Angeles (8.ª temporada)	@SERPRO
NCIS: Los Angeles	@SERPRO
Metal Slug 1st Mission	@TelebrasBR
Metal Slug 1st Mission	@TelebrasBR
Sistema S	@TelebrasBR
NCIS	@SERPRO
NCIS	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Markus Rühl	@MEC_Comunicacao
Markus Rühl	@MEC_Comunicacao
Markus Rühl	@MEC_Comunicacao
Markus Rühl	@MEC_Comunicacao
2017 World Surf League	@Caixa
Machadinho d'Oeste	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Francisco Raimundo Ewerton Quadros	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
28 de novembro	@SERPRO
2 de outubro	@SERPRO
1 de setembro	@SERPRO
Polícia Militar do Estado de São Paulo	@PoliciaFederal
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Adinam Cardozo	@Dataprev
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Pirenópolis	@SERPRO
Pirenópolis	@MTurismo
Alfabeto português	@SERPRO
2017 World Surf League	@Caixa
Demian Maia	@SERPRO
2017 World Surf League	@Caixa
Associação Desportiva Guarabira	@SERPRO
Tycho Brahe	@SERPRO
Béla Tarr	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Companhia Siderúrgica Nacional	@Petrobras
Joe Satriani	@Caixa
Joe Satriani	@Caixa
João Carneiro de Sousa Bandeira	@AdvocaciaGeral
Região Metropolitana de Belém	@SERPRO
Verbo de ligação	@Petrobras
Vauxhall Carlton	@Anatel_Informa
IEEE 802.1D	@SERPRO
Colômbia (São Paulo)	@TelebrasBR
Colômbia (São Paulo)	@TelebrasBR
Sociedade	@SERPRO
Copa do Mundo de Futebol Feminino de 2019	#dpu
Condorito	@TST_Oficial
Tesouro da Trindade	@PoliciaFederal
Cândido Sales	@Dataprev
Simulação para o Ensino Médio	@MPF_PGR
Johil Carvalho	@Caixa
Johil Carvalho	@Caixa
Johil Carvalho	@Caixa
Editorial Presença	@CNPq_Oficial
Editorial Presença	@CNPq_Oficial
A Batalha do Apocalipse	@CNPq_Oficial
Editorial Presença	@CNPq_Oficial
Johil Carvalho	@Caixa
Johil Carvalho	@Caixa
Johil Carvalho	@Caixa
Jeitosinha	@Caixa
Lista de empresas estatais do Brasil	@CamaraDeputados
Maria da Penha	@Caixa
Saab 29 Tunnan	@CamaraDeputados
Saab 29 Tunnan	@CamaraDeputados
Saab 29 Tunnan	@CamaraDeputados
Johil Carvalho	@Caixa
The Demon Headmaster	@TelebrasBR
The Demon Headmaster	@TelebrasBR
Ocapi	@Caixa
2017 World Surf League	@Caixa
Ocapi	@Caixa
Space Jockey	@AdvocaciaGeral
O Impossível	@SERPRO
Instituto Nacional de Previdência Social	@Dataprev
Dialética	@MEC_Comunicacao
Dialética	@MEC_Comunicacao
Earth-centered inertial	@INPE_MCT
Pirenópolis	@MTurismo
Pirenópolis	@SERPRO
Batalha de Borodino	@Caixa
Batalha de Borodino	@Caixa
Batalha de Borodino	@Caixa
The bomber will always get through	@CamaraDeputados
Major-general	@TelebrasBR
The bomber will always get through	@CamaraDeputados
John Birch Society	@CamaraDeputados
Batalha de Borodino	@Caixa
Batalha de Borodino	@Caixa
Augusto Pinochet	@MPF_PGR
John Birch Society	@CamaraDeputados
Heavy fighter	@CamaraDeputados
John Birch Society	@CamaraDeputados
Unite the Right rally	@CamaraDeputados
Saab 29 Tunnan	@CamaraDeputados
Vicente Cândido	@SERPRO
Vicente Cândido	@SERPRO
PCAST	@PoliciaFederal
Luís XIII de França	@Caixa
Ioga	#cade
Ioga	@SERPRO
Ioga	#cade
Ioga	@SERPRO
Luís XIII de França	@Caixa
Finnish War	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
Grand Duchy of Finland	@CamaraDeputados
List of telecommunications regulatory bodies	@Anatel_Informa
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Lista de filmes de maior bilheteria	@SERPRO
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Plínio Salgado	@MPF_PGR
Kylian Mbappé	@SERPRO
Lista dos maiores artilheiros de futebol	@SERPRO
TV Câmara	@CamaraDeputados
Marco Asensio	@SERPRO
Geração Y	@SERPRO
Fernão Mendes Pinto	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Antonio Tamburini (racing driver)	@TelebrasBR
Portugueses	#dpu
Portugueses	#dpu
Baby boomer	@AdvocaciaGeral
Geração Silenciosa	@AdvocaciaGeral
List of terrorist incidents in August 2017	@CamaraDeputados
List of terrorist incidents in August 2017	@CamaraDeputados
List of terrorist incidents in August 2017	@CamaraDeputados
Jessica Lowndes	@SERPRO
Jessica Lowndes	@SERPRO
Leite materno	@CorreiosBR
Malina Weissman	@MPF_PGR
Mamãe Eu Quero	#abin
Mamãe Eu Quero	@SERPRO
Histórico de versões do Android	@Caixa
Histórico de versões do Android	@Caixa
Histórico de versões do Android	@Caixa
Aldo Rebelo	@CamaraDeputados
Pyotr Bagration	@Caixa
Pyotr Bagration	@Caixa
Mikhail Kutuzov	@Caixa
Mikhail Kutuzov	@Caixa
Luís XII de França	@Caixa
Luís XII de França	@Caixa
Luís XII de França	@Caixa
Luís XII de França	@Caixa
Scott Adams	@CamaraDeputados
Quaraí	@SERPRO
Comércio internacional	@TelebrasBR
Varejo	@TelebrasBR
São Tibúrcio	@Caixa
São Tibúrcio	@Caixa
Enya	@Caixa
Enya	@Caixa
John Andretti	@TelebrasBR
John Andretti	@TelebrasBR
José Rômulo Plácido Sales	#dpu
José Rômulo Plácido Sales	#dpu
José Rômulo Plácido Sales	#dpu
José Rômulo Plácido Sales	#dpu
Fernando Augusto de Castro	@TelebrasBR
Fernando Augusto de Castro	@TelebrasBR
Fernando Augusto de Castro	@TelebrasBR
Terra plana	@MinSaude
ADM-3A	@CamaraDeputados
ADM-3A	@CamaraDeputados
Uberaba	@BancodoBrasil
Uberaba	@BancodoBrasil
NCIS: Los Angeles	@SERPRO
Maycon	@MPF_PGR
Warface	@SERPRO
Rigor mortis	@PoliciaFederal
João Caldas da Silva	@CamaraDeputados
Dimitrie Cantemir (Vaslui)	@Caixa
Derby della Capitale	@PoliciaFederal
Q9301854	@CorreiosBR
Illinois	@SERPRO
Illinois	@SERPRO
Albus Dumbledore	@AdvocaciaGeral
Richie Hearn	@TelebrasBR
Rodrigo Janot	#dpu
Rodrigo Janot	#dpu
Escultura	@TelebrasBR
Bertrand Maria José de Orléans e Bragança	@Caixa
Hulha Negra	@TelebrasBR
Dom Pedrito	@TelebrasBR
Cérebro Magnético	@Caixa
Hermeto Pascoal	@Caixa
Stevan Jovetić	@SERPRO
Stevan Jovetić	@SERPRO
Gregório Duvivier	@SERPRO
Gregório Duvivier	#cade
Zabumbê-bum-á	@Caixa
Hermeto Pascoal	@Caixa
Retail	@TelebrasBR
Índio (Pirenópolis)	@SERPRO
Índio (Pirenópolis)	@MTurismo
Bom Jesus (Pirenópolis)	@MTurismo
Capela do Rio do Peixe	@SERPRO
Capela do Rio do Peixe	@MTurismo
Caxambu (Pirenópolis)	@MTurismo
Caxambu (Pirenópolis)	@SERPRO
Goianópolis - Malhador - Maiadô	@SERPRO
Goianópolis - Malhador - Maiadô	@MTurismo
Jaranápolis - Três Ranchos	@MTurismo
Jaranápolis - Três Ranchos	@SERPRO
Lagolândia	@MTurismo
Lagolândia	@SERPRO
Capela do Rio do Peixe	@MTurismo
Capela do Rio do Peixe	@SERPRO
Placa (Pirenópolis)	@SERPRO
Placa (Pirenópolis)	@MTurismo
Radiolândia - Rabeia Bode	@SERPRO
Radiolândia - Rabeia Bode	@MTurismo
Santo Antônio (Pirenópolis)	@MTurismo
Santo Antônio (Pirenópolis)	@SERPRO
Ramos (sobrenome)	@SERPRO
Francisco Barros Dias	@SERPRO
John Wick	@SERPRO
John Wick	@SERPRO
Pirenópolis	@SERPRO
Pirenópolis	@MTurismo
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Márcio Alvino	@CamaraDeputados
Radamel Falcao García	@AdvocaciaGeral
Guilherme Biteco	@STJNoticias
Guilherme Biteco	@STJNoticias
Guilherme Biteco	@STJNoticias
Reserva extrativista	@TelebrasBR
Guilherme Biteco	@STJNoticias
Rita Marley	@CamaraDeputados
Rastafari	@CamaraDeputados
Rastafari	@CamaraDeputados
Newton de Castro Macedo	@CamaraDeputados
Michel Ney	@Caixa
Batalha de Borodino	@Caixa
De jure	@Caixa
2017 World Surf League	@Caixa
Gralha-preta	@TSEJusBR
Gralha-preta	@TSEJusBR
Guilherme Biteco	@STJNoticias
Guilherme Biteco	@STJNoticias
Guilherme Biteco	@STJNoticias
Guilherme Biteco	@STJNoticias
